单位名称,类别,置信度,理由,行业,最近年度总资产,净资产,年度净利润,净现金流,财务数据年份,实控人姓名,实控人国籍,出现年份,出现次数,毕业去向样例
杭州沃镭智能科技股份有限公司,中小民企,中,智能科技股份公司，非上市，规模未知，按中小民企处理。,智能科技,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
杭州特硕电气科技有限公司,中小民企,中,电气科技类有限公司，非上市，规模未知，按中小民企处理。,电气科技,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
杭州锂动科技有限公司,中小民企,中,名称显示为科技类有限公司，无公开上市或大型集团背景，推测为中小民营企业。,锂电池相关技术,未知,未知,未知,未知,未知,未知,未知,2023,3,签劳动合同形式就业
林州雷啸月信息技术工作室,中小民企,中,个体工商户或个人独资工作室，属于中小民营企业。,信息技术服务,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
武汉凡达自动化系统有限公司,中小民企,中,名称显示为自动化系统有限公司，无公开上市或大型集团背景，推测为中小民营企业。,自动化系统,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
武汉海纳汇才人力资源有限责任公司,中小民企,中,名称显示为人力资源有限责任公司，无公开上市或大型集团背景，推测为中小民营企业。,人力资源服务,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
求职中,其他/无法判断,高,该表述表示求职状态而非具体就业单位，无法归类为任何单位类型。,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,"2023,2024",23,待就业
江苏中有环保材料科技有限公司,中小民企,中,名称含“环保材料科技”，无国资或外资背景，推测为中小型民营企业。,环保材料,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
江苏屹信航天科技有限公司,中小民企,中,名称含“航天科技”，无国资背景信息，推测为中小型民营航天企业。,航天科技,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
江苏弘拓建设工程有限公司,中小民企,中,名称含“建设工程”，无国资或外资背景，推测为中小型民营建筑企业。,建筑工程,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
江苏杰士德精密工业有限公司,大型民企,中,杰士德集团为大型民营自动化设备企业，该公司为其在江苏的精密工业子公司。,精密工业/自动化设备,未知,未知,未知,未知,未知,景余祥,中国,2023,1,签就业协议形式就业
江苏科瑞恩科技股份有限公司,大型民企,中,股份有限公司，非上市，规模较大，属民营自动化设备企业。,自动化设备制造,未知,未知,未知,未知,未知,未知,未知,2023,2,签劳动合同形式就业
江苏金箭车业制造有限公司,大型民企,中,国内知名电动车制造企业，民营企业，规模较大。,电动两轮车制造,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
济南丹夫食品销售有限公司,中小民企,中,食品销售公司，规模较小，民营企业。,食品销售,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
浙江华特新材料有限公司,中小民企,中,新材料领域有限公司，规模较小，民营企业。,新材料,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
浙江宇越新材料有限公司,中小民企,中,新材料领域有限公司，规模较小，民营企业。,新材料,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
浙江宝绿特环保技术工程有限公司,中小民企,中,环保技术工程公司，规模较小，民营企业。,环保技术工程,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
浙江明贺钢管有限公司,中小民企,中,名称含'钢管'且为浙江有限责任公司，无国资背景，推测为中小型民营企业。,金属制品业,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
浙江永耀机械科技有限公司,中小民企,中,名称含'机械科技'且为浙江有限责任公司，无国资背景，推测为中小型民营企业。,通用设备制造业,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
浙江炜冈科技股份有限公司,大型民企,中,上市公司（股票代码001256），印刷机械行业知名企业，推测为大型民营企业。,专用设备制造业,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
浙江禾川科技股份有限公司,大型民企,中,上市公司（股票代码688320），工业自动化领域企业，推测为大型民营企业。,仪器仪表制造业,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
浙江科甬泰自动化科技有限公司,中小民企,中,名称含'自动化科技'且为浙江有限责任公司，无国资背景，推测为中小型民营企业。,专用设备制造业,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
浙江致森汽车电子有限公司,中小民企,中,名称含'汽车电子'且为浙江有限责任公司，无国资背景，推测为中小型民营企业。,汽车制造业,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
浙江融信达电源科技有限公司,中小民企,中,名称含'电源科技'且为浙江有限责任公司，无国资背景，推测为中小型民营企业。,电气机械和器材制造业,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
海口市云幼信息咨询服务中心,中小民企,中,名称含'信息咨询服务中心'，通常为个人或小型企业，无公开大型企业信息。,信息咨询服务,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
海特克动力股份有限公司,大型民企,中,股份有限公司，名称含'动力'，可能为液压动力机械企业，非上市但规模较大。,液压动力机械制造,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
淮南万泰电子股份有限公司,大型民企,中,股份有限公司，名称含'电子'，可能为电子设备制造企业，非上市但规模较大。,电子设备制造,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
淮南丰远水泥有限公司,中小民企,中,有限责任公司，名称含'水泥'，可能为中小型水泥生产企业。,水泥制造,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
淮南光源电力维修工程有限责任公司,中小民企,中,有限责任公司，名称含'电力维修工程'，可能为中小型电力维修企业。,电力维修工程,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
淮南市万维机电有限公司,中小民企,中,有限责任公司，名称含'机电'，可能为中小型机电设备企业。,机电设备,未知,未知,未知,未知,未知,未知,未知,2023,2,签就业协议形式就业
淮南市文星商贸有限公司,中小民企,中,有限责任公司，名称含'商贸'，可能为中小型商贸企业。,商贸,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
淮南市星通科技中心,中小民企,中,名称含'科技中心'，可能为个人独资或合伙的中小型科技企业。,科技服务,未知,未知,未知,未知,未知,未知,未知,2023,2,签劳动合同形式就业
淮南市泰能电力工程有限公司,中小民企,中,名称显示为电力工程类有限责任公司，无国资或外资背景，推测为中小型民营企业。,电力工程,未知,未知,未知,未知,未知,未知,未知,2024,9,签劳动合同形式就业 / 签就业协议形式就业
淮南市派菲慢客文化传媒有限公司,中小民企,中,名称显示为文化传媒类有限责任公司，无国资或外资背景，推测为中小型民营企业。,文化传媒,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
淮南市火村建筑劳务有限公司,中小民企,中,名称显示为建筑劳务类有限责任公司，无国资或外资背景，推测为中小型民营企业。,建筑劳务,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
淮南市精英技工学校,其他/无法判断,低,技工学校可能为民办或公办，但公开信息不足，无法准确判断其所有制类别。,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,2024,1,签就业协议形式就业
淮南市越锋体育健身服务有限责任公司,中小民企,中,名称显示为体育健身服务类有限责任公司，无国资或外资背景，推测为中小型民营企业。,体育健身服务,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
淮南市鑫然装饰工程有限公司,中小民企,中,名称显示为装饰工程类有限责任公司，无国资或外资背景，推测为中小型民营企业。,建筑装饰,未知,未知,未知,未知,未知,未知,未知,2024,3,签就业协议形式就业
淮南易思教育咨询有限公司,中小民企,中,名称显示为教育咨询类有限责任公司，无国资或外资背景，推测为中小型民营企业。,教育咨询,未知,未知,未知,未知,未知,未知,未知,2023,2,签就业协议形式就业
淮南易思教育咨询有限责任公司,中小民企,中,名称显示为教育咨询类有限责任公司，无国资或外资背景，推测为中小型民营企业。,教育咨询,未知,未知,未知,未知,未知,未知,未知,"2023,2024",8,签劳动合同形式就业 / 签就业协议形式就业
淮南薪火教育科技有限公司,中小民企,中,名称含教育科技，通常为民营中小企业。,教育科技,未知,未知,未知,未知,未知,未知,未知,2024,3,签就业协议形式就业
淮南辉龙电子科技有限公司,中小民企,中,名称含电子科技，通常为民营中小企业。,电子科技,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
淮南通商农村商业银行股份有限公司,国企,中,农村商业银行通常由地方国资或国企控股。,银行金融,未知,未知,未知,未知,未知,不适用,不适用,2024,1,签就业协议形式就业
淮南飞航教育咨询有限公司,中小民企,中,名称含教育咨询，通常为民营中小企业。,教育咨询,未知,未知,未知,未知,未知,未知,未知,2024,3,签就业协议形式就业
深圳市亿时代实业有限公司,中小民企,中,名称含实业，通常为民营中小企业。,实业,未知,未知,未知,未知,未知,未知,未知,2023,2,签劳动合同形式就业
深圳市华耀商品检验有限公司,中小民企,中,名称含商品检验，通常为民营中小企业。,商品检验,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
深圳市怀享光电科技有限公司,中小民企,中,名称含光电科技，通常为民营中小企业。,光电科技,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
深圳市理士新能源发展有限公司,大型民企,中,理士国际旗下新能源企业，港股上市公司，属大型民企。,新能源电池,未知,未知,未知,未知,未知,董李,中国,2024,1,签就业协议形式就业
深圳市盛熙智能科技设备有限公司,中小民企,中,名称含智能科技设备，无公开上市或国资背景，推测为中小民企。,智能科技设备,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
深圳市霸道文化有限公司,中小民企,中,名称含文化，无公开上市或国资背景，推测为中小民企。,文化,未知,未知,未知,未知,未知,未知,未知,2023,2,签劳动合同形式就业
温州霖安矿业科技有限公司,中小民企,中,名称含矿业科技，无公开上市或国资背景，推测为中小民企。,矿业科技,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
湖州朴悦装饰设计有限公司,中小民企,中,名称含装饰设计，无公开上市或国资背景，推测为中小民企。,装饰设计,未知,未知,未知,未知,未知,未知,未知,2023,3,签劳动合同形式就业 / 签就业协议形式就业
湖州瑞友影视文化传媒有限责任公司,中小民企,中,名称含影视文化传媒，无公开上市或国资背景，推测为中小民企。,影视文化传媒,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
滁州市海正模具制造有限公司,中小民企,中,名称含模具制造，无公开上市或国资背景，推测为中小民企。,模具制造,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
牧星机器人（浙江）有限公司,中小民企,中,名称含‘机器人’且为有限责任公司，无国资或外资背景，推测为民营中小企业。,机器人/智能装备,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
田家庵区奇威奇商贸行,中小民企,中,个体工商户或小微商贸企业，属民营中小规模。,商贸零售,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
田家庵区爱奇商铺商贸门市部,中小民企,中,个体工商户或小微商贸门市部，属民营中小规模。,商贸零售,未知,未知,未知,未知,未知,未知,未知,2023,2,签劳动合同形式就业
盐城中科高通量计算研究院有限公司,国企,中,名称含‘中科’且为研究院有限公司，可能具有国资或科研院所背景。,高通量计算/科研服务,未知,未知,未知,未知,未知,不适用,不适用,2023,1,签劳动合同形式就业
福州国中汽车配件有限公司,中小民企,中,有限责任公司，无国资或外资明显背景，推测为民营中小企业。,汽车配件制造,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
科沛达半导体（安徽）有限公司,中小民企,中,有限责任公司，无国资或外资明显背景，推测为民营半导体中小企业。,半导体,未知,未知,未知,未知,未知,未知,未知,2023,4,签劳动合同形式就业
空间无限人力资源管理顾问有限公司,中小民企,中,名称含'人力资源管理顾问'，通常为民营人力资源服务企业，规模一般。,人力资源服务,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
聆创（上海）机电技术有限公司,中小民企,中,名称含'机电技术'，通常为民营中小型技术企业。,机电技术,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
芜湖京师职业学校,中小民企,中,民办职业学校，通常为企业或社会组织举办，按中小民企归类。,职业教育,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
芜湖力锐德电子科技有限公司,中小民企,中,名称含'电子科技'，通常为民营中小型科技企业。,电子科技,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
芜湖固高自动化技术有限公司,中小民企,中,名称含'自动化技术'，通常为民营中小型技术企业。,自动化技术,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
芜湖埃泰克汽车电子股份有限公司,大型民企,中,股份有限公司，汽车电子领域知名企业，规模较大，通常为民营。,汽车电子,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
芜湖如一轴承有限公司,中小民企,中,轴承制造企业，规模较小，疑似民营企业。,轴承制造,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
苏州欧朗德智能科技有限公司,中小民企,中,智能科技领域中小企业，疑似民营企业。,智能科技,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
苏州珣浩文化传媒有限公司,中小民企,中,文化传媒类小微企业，疑似民营企业。,文化传媒,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
苏州领焓能源科技有限公司,中小民企,中,能源科技领域中小企业，疑似民营企业。,能源科技,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
萧县日日顺电器有限公司,中小民企,中,电器销售企业，规模较小，疑似民营企业。,电器销售,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
蓝讯汽车空气悬架系统（滁州）有限公司,中小民企,中,汽车零部件制造企业，疑似民营企业。,汽车零部件制造,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
蚌埠信泰网络通讯技术有限公司,中小民企,中,网络通讯技术企业，疑似民营企业。,网络通讯技术,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
蚌埠汽车工程学校,中小民企,低,名称含学校，但未明确公办，可能为民办职业学校，按中小民企归类。,教育,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
西柏思机电设备（嘉兴）有限公司,外企,中,名称含外资常见命名特征，可能为外商投资企业。,机电设备,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
见习中,其他/无法判断,高,非具体单位名称，仅为状态描述。,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,2023,1,待就业
诺得网络科技股份有限公司,大型民企,中,股份有限公司，名称含网络科技，可能为大型民企。,网络科技,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
辛柏机械技术（太仓）有限公司,外企,中,名称含外资常见命名特征，可能为外商投资企业。,机械技术,未知,未知,未知,未知,未知,未知,未知,2024,2,签就业协议形式就业
重庆飞驶特人力资源管理有限公司,中小民企,中,人力资源服务类公司，通常为民营中小企业。,人力资源服务,未知,未知,未知,未知,未知,未知,未知,2024,1,签劳动合同形式就业
金佰世（芜湖）智能装备有限公司,中小民企,中,智能装备领域公司，通常为民营中小企业。,智能装备制造,未知,未知,未知,未知,未知,未知,未知,2023,1,签劳动合同形式就业
镇江江南化工有限公司,中小民企,中,化工领域公司，通常为民营中小企业。,化学工业,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
颍泉区尚购便民店,中小民企,中,名称显示为个体工商户或小型便民店，通常按中小民企（含个体户）归类，但具体性质需以工商登记为准。,零售/便利店,未知,未知,未知,未知,未知,未知,未知,2023,1,自主创业
香江科技股份有限公司,大型民企,中,名称含'股份有限公司'，公开信息显示为民营通信设备企业，规模较大。,通信设备制造,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
马鞍山众翌科技有限公司,中小民企,中,名称含'科技有限公司'，无公开大型国企或外企背景，推测为中小型民营企业。,未知,未知,未知,未知,未知,未知,未知,未知,2023,1,签就业协议形式就业
马鞍山方圆动力科技有限公司,中小民企,中,名称含'科技有限公司'，无公开大型国企或外企背景，推测为中小型民营企业。,未知,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
黄山市瑞兴汽车电子有限公司,中小民企,中,名称含'有限公司'，无公开大型国企或外企背景，推测为中小型民营企业。,汽车电子,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
黄山艾科装备科技有限公司,中小民企,中,名称含'科技有限公司'，无公开大型国企或外企背景，推测为中小型民营企业。,装备制造,未知,未知,未知,未知,未知,未知,未知,2024,1,签就业协议形式就业
